method,p_value,statistic,effect_size,mutual_info,impact,n,f1_type,f2_type,outcome_type,feature_1,feature_2,outcome,significant,bonferroni,rank,cumulative_pct
chi2,0.1793802094437711,10.2414,0.0,0.0069,0.0052,3000,cat,cat,cat,DivisionGroup,StartQuarter,PerfScore,False,False,369,99.97953710278308
chi2,7.544552711344667e-06,28.4217,0.0,0.0,0.0051,3000,cat,cat,cat,CareerStage,Region,is_terminated,True,True,370,99.97967162298906
chi2,0.4945035804286525,6.4835,0.0,0.0166,0.0051,3000,cat,cat,cat,SeniorityLevel,RaceDesc,is_terminated,False,False,371,99.97980614319505
chi2,0.3154572357034386,4.1819,0.0,0.0102,0.0051,3000,cat,cat,cat,SpanOfControl,StartQuarter,is_minority_dept,False,False,372,99.97994066340104
chi2,0.27309792503836094,12.6043,0.0,0.0088,0.005,3000,cat,cat,cat,PerfScore,RaceDesc,PayZone_encoded,False,False,373,99.98007254595593
chi2,0.436596198787107,3.984,0.0,0.0139,0.005,3000,cat,cat,cat,SpanOfControl,RaceDesc,is_terminated,False,False,374,99.98020442851083
chi2,0.02546322634455173,1.692,0.0,0.0031,0.005,3000,cat,cat,cat,IsIC,OrgLevel,PerfScore,True,False,375,99.98033631106573
chi2,9.49320158714907e-06,40.9968,0.0,0.0,0.005,3000,cat,cat,cat,Region,Generation,is_minority_dept,True,True,376,99.98046819362062
chi2,0.17958800125733668,2.9493,0.0,0.0065,0.0049,3000,cat,cat,cat,OrgLevel,PerfScore,PayZone_encoded,False,False,377,99.98059743852441
chi2,1.2598945395585447e-05,16.449,0.0,0.0007,0.0049,3000,cat,cat,cat,JobFamily,OrgLevel,is_terminated,True,True,378,99.9807266834282
chi2,0.48018908680325323,2.6309,0.0,0.0151,0.0048,3000,cat,cat,cat,GenderCode,RaceDesc,PayZone_encoded,False,False,379,99.9808532906809
chi2,1.9431720143749094e-05,21.8258,0.0,0.0,0.0047,3000,cat,cat,cat,Region,Generation,PerfScore,True,True,380,99.9809772602825
chi2,1.9241227571860578e-05,12.8227,0.0,0.0,0.0047,3000,cat,cat,cat,PerfScore,GenderCode,is_terminated,True,True,381,99.98110122988409
chi2,0.3529170427732218,7.0314,0.0,0.0104,0.0047,3000,cat,cat,cat,Region,StartQuarter,PerfScore,False,False,382,99.98122519948569
chi2,0.15134773596078593,242.5088,0.0,0.0057,0.0047,3000,num,cat,cat,TenureYears,PerfScore,is_minority_dept,False,False,383,99.9813491690873
chi2,2.3551277835637e-05,15.7053,0.0,0.0007,0.0046,3000,cat,cat,cat,JobFamily,OrgLevel,PayZone_encoded,True,True,384,99.98147050103779
chi2,0.3166160775914594,4.5506,0.0,0.0093,0.0046,3000,cat,num,cat,IsExecutive,ExitYear,is_minority_dept,False,False,385,99.9815918329883
chi2,0.2149628130278236,3.0025,0.0,0.0068,0.0046,3000,cat,cat,cat,IsIC,RaceDesc,PayZone_encoded,False,False,386,99.98171316493881
chi2,0.6667777734328435,18.6929,0.0,0.0254,0.0045,3000,cat,num,cat,Region,ExitYear,is_minority_dept,False,False,387,99.98183185923821
chi2,0.47112833754106187,5.4676,0.0,0.0139,0.0045,3000,cat,cat,cat,SpanOfControl,RaceDesc,is_minority_dept,False,False,388,99.98195055353762
chi2,4.4348962342727306e-05,16.8082,0.0,0.0,0.0044,3000,cat,cat,cat,CareerStage,Region,PerfScore,True,False,389,99.98206661018591
chi2,0.0006792428083410069,37.6671,0.0,0.0014,0.0044,3000,cat,cat,cat,CareerStage,DepartmentType,PayZone_encoded,True,False,390,99.98218266683422
chi2,0.0029522636738254803,8.0252,0.0,0.0017,0.0043,3000,cat,cat,cat,Region,OrgLevel,is_terminated,True,False,391,99.98229608583142
chi2,5.5632718418951314e-05,456.2992,0.0,0.0,0.0043,3000,num,cat,cat,TenureYears,DepartmentType,is_minority_dept,True,False,392,99.98240950482864
chi2,5.5632718418951314e-05,456.2992,0.0,0.0,0.0043,3000,num,cat,cat,TenureVsAvg,DepartmentType,is_minority_dept,True,False,393,99.98252292382584
chi2,0.23704161647467062,10.6702,0.0,0.0068,0.0043,3000,cat,cat,cat,Region,ExitQuarter,SeniorityLevel,False,False,394,99.98263634282306
chi2,4.727491823362573e-05,48.704,0.0,0.0,0.0043,3000,num,cat,cat,ExitYear,DepartmentType,is_minority_dept,True,False,395,99.98274976182027
chi2,6.795517935580893e-05,10.8564,0.0,0.0007,0.0042,3000,cat,cat,cat,JobFamily,OrgLevel,PerfScore,True,False,396,99.98286054316637
chi2,0.00015050571253788785,6.4708,0.0,0.0011,0.0042,3000,cat,cat,cat,CareerStage,IsIC,PerfScore,True,False,397,99.98297132451248
chi2,0.09024471035348197,27.6109,0.0,0.0039,0.0041,3000,cat,cat,cat,JobFamily,ExitQuarter,PayZone_encoded,False,False,398,99.98307946820749
chi2,8.038139388380696e-05,10.3213,0.0,0.0,0.0041,3000,cat,cat,cat,DivisionGroup,OrgLevel,PayZone_encoded,True,False,399,99.98318761190251
chi2,7.987925707928368e-05,10.1091,0.0,0.0,0.0041,3000,cat,cat,cat,SeniorityLevel,Generation,PerfScore,True,False,400,99.98329575559751
chi2,7.098785300144261e-05,7.8922,0.0,0.0006,0.0041,3000,cat,cat,cat,IsExecutive,OrgLevel,is_terminated,True,False,401,99.98340389929254
chi2,0.1861187512570589,4.3918,0.0,0.0056,0.0041,3000,cat,cat,cat,SpanOfControl,PerfScore,is_terminated,False,False,402,99.98351204298754
chi2,0.5250183853771881,4.3637,0.0,0.0139,0.0039,3000,cat,cat,cat,SpanOfControl,RaceDesc,PayZone_encoded,False,False,403,99.98361491138037
chi2,0.6527788647655022,7.2713,0.0,0.0213,0.0039,3000,cat,cat,cat,CareerStage,PerfScore,PayZone_encoded,False,False,404,99.98371777977319
chi2,0.04142925111870047,15.47,0.0,0.0028,0.0039,3000,cat,num,cat,SeniorityLevel,StartYear,is_terminated,True,False,405,99.98382064816602
chi2,0.0001282206712663476,34.0169,0.0,0.0,0.0039,3000,cat,cat,cat,ExitQuarter,DepartmentType,is_terminated,True,False,406,99.98392351655883
chi2,0.0001264407713862331,46.2427,0.0,0.0,0.0039,3000,cat,cat,cat,JobFamily,Generation,PayZone_encoded,True,False,407,99.98402638495165
chi2,0.0001282206712663481,34.0169,0.0,0.0,0.0039,3000,num,cat,cat,DeptDiversityScore,ExitQuarter,is_terminated,True,False,408,99.98412925334446
chi2,0.4174697777966132,3.0256,0.0,0.0102,0.0039,3000,cat,cat,cat,SpanOfControl,StartQuarter,is_terminated,False,False,409,99.98423212173728
chi2,0.00012640635300643013,4.8982,0.0,0.0006,0.0039,3000,cat,cat,cat,IsExecutive,OrgLevel,PerfScore,True,False,410,99.98433499013011
chi2,0.0001282206712663481,34.0169,0.0,0.0,0.0039,3000,num,cat,cat,DeptGenderRatio,ExitQuarter,is_terminated,True,False,411,99.98443785852292
chi2,0.022020242195837845,10.4583,0.0,0.0023,0.0038,3000,cat,num,cat,IsManager,StartYear,is_minority_dept,True,False,412,99.98453808926465
chi2,0.15347200473778647,12.3231,0.0,0.0045,0.0037,3000,cat,cat,cat,StartQuarter,DepartmentType,SeniorityLevel,False,False,413,99.98463568235528
chi2,0.4445282644159164,6.0306,0.0,0.0104,0.0037,3000,cat,cat,cat,Region,StartQuarter,is_terminated,False,False,414,99.98473327544589
chi2,0.0001929311411048719,15.5289,0.0,0.0,0.0037,3000,cat,cat,cat,Generation,GenderCode,is_terminated,True,False,415,99.98483086853652
chi2,0.00018423598397387762,6.9927,0.0,0.0,0.0037,3000,cat,cat,cat,IsExecutive,GenderCode,is_terminated,True,False,416,99.98492846162715
chi2,0.07099463254339064,1.5164,0.0,0.0031,0.0036,3000,cat,cat,cat,IsIC,OrgLevel,PayZone_encoded,False,False,417,99.98502341706667
chi2,0.1865920627398989,4.6505,0.0,0.0049,0.0036,3000,cat,cat,cat,IsManager,RaceDesc,is_minority_dept,False,False,418,99.9851183725062
chi2,0.2254491608669584,13.0371,0.0,0.0055,0.0036,3000,cat,cat,cat,Generation,PerfScore,is_terminated,False,False,419,99.98521332794571
pearson,0.015603162473301466,0.0441,0.0019,0.0,0.0035,3000,num,num,cat,TenureVsAvg,DeptDiversityScore,SeniorityLevel,True,False,420,99.98530564573413
chi2,0.1680232882468716,13.7399,0.0,0.0045,0.0035,3000,cat,cat,cat,Region,PerfScore,is_minority_dept,False,False,421,99.98539796352254
chi2,0.296205102412717,2.2147,0.0,0.0065,0.0035,3000,cat,cat,cat,OrgLevel,PerfScore,SeniorityLevel,False,False,422,99.98549028131097
pearson,0.015603162473301466,0.0441,0.0019,0.0,0.0035,3000,num,num,cat,TenureVsAvg,DeptDiversityScore,PayZone_encoded,True,False,423,99.98558259909939
pearson,0.015603162473301466,0.0441,0.0019,0.0,0.0035,3000,num,num,cat,TenureVsAvg,DeptDiversityScore,PerfScore,True,False,424,99.98567491688782
pearson,0.015407992778023596,0.0442,0.002,0.0,0.0035,3000,num,num,cat,TenureDays,DeptDiversityScore,SeniorityLevel,True,False,425,99.98576723467623
pearson,0.015407992778023596,0.0442,0.002,0.0,0.0035,3000,num,num,cat,TenureDays,DeptDiversityScore,PerfScore,True,False,426,99.98585955246465
pearson,0.015603162473301466,0.0441,0.0019,0.0,0.0035,3000,num,num,cat,TenureYears,DeptDiversityScore,PerfScore,True,False,427,99.98595187025306
pearson,0.015603162473301466,0.0441,0.0019,0.0,0.0035,3000,num,num,cat,TenureYears,DeptDiversityScore,PayZone_encoded,True,False,428,99.98604418804149
pearson,0.015603162473301466,0.0441,0.0019,0.0,0.0035,3000,num,num,cat,TenureYears,DeptDiversityScore,SeniorityLevel,True,False,429,99.9861365058299
chi2,0.3051581505200392,3.7516,0.0,0.0068,0.0035,3000,cat,cat,cat,IsIC,RaceDesc,is_terminated,False,False,430,99.98622882361833
pearson,0.015407992778023596,0.0442,0.002,0.0,0.0035,3000,num,num,cat,TenureDays,DeptDiversityScore,PayZone_encoded,True,False,431,99.98632114140675
chi2,0.0003610848845529467,37.2979,0.0,0.0,0.0034,3000,cat,cat,cat,CareerStage,Region,is_minority_dept,True,False,432,99.98641082154407
chi2,0.6194095778482929,0.6605,0.0,0.0159,0.0033,3000,cat,cat,cat,IsExecutive,RaceDesc,PerfScore,False,False,433,99.9864978640303
chi2,0.6034026799381426,2.14,0.0,0.0151,0.0033,3000,cat,cat,cat,GenderCode,RaceDesc,is_minority_dept,False,False,434,99.98658490651651
chi2,0.2593584062386976,5.2881,0.0,0.0056,0.0033,3000,cat,cat,cat,SpanOfControl,PerfScore,is_minority_dept,False,False,435,99.98667194900275
chi2,0.0005477120879124348,2.9864,0.0,0.0,0.0033,3000,cat,cat,cat,IsExecutive,GenderCode,PerfScore,True,False,436,99.98675899148898
chi2,0.22250058818461305,3.5977,0.0,0.0049,0.0032,3000,cat,cat,cat,IsManager,RaceDesc,is_terminated,False,False,437,99.9868433963241
chi2,0.4367990356732956,11.4807,0.0,0.0088,0.0032,3000,cat,cat,cat,PerfScore,RaceDesc,is_terminated,False,False,438,99.98692780115924
chi2,0.22462799463262922,2.7961,0.0,0.0049,0.0032,3000,cat,cat,cat,IsManager,RaceDesc,PerfScore,False,False,439,99.98701220599438
chi2,0.19896693339292235,15.5899,0.0,0.0045,0.0032,3000,cat,cat,cat,StartQuarter,DepartmentType,PayZone_encoded,False,False,440,99.98709661082951
chi2,0.7284144562383221,186.1873,0.0,0.0233,0.0032,3000,cat,cat,cat,Generation,IntersectionalID,PayZone_encoded,False,False,441,99.98718101566465
chi2,0.0017937720322792731,6.6491,0.0,0.0012,0.0032,3000,cat,cat,cat,SpanOfControl,DepartmentType,PerfScore,True,False,442,99.98726542049977
chi2,0.0007078655044417677,7.578,0.0,0.0,0.0032,3000,cat,cat,cat,DivisionGroup,SpanOfControl,SeniorityLevel,True,False,443,99.9873498253349
chi2,0.3457174984852257,4.3942,0.0,0.0068,0.0032,3000,cat,cat,cat,IsIC,RaceDesc,is_minority_dept,False,False,444,99.98743423017005
chi2,0.0008394200764136173,24.0384,0.0,0.0,0.0031,3000,cat,cat,cat,Region,Generation,SeniorityLevel,True,False,445,99.98751599735407
chi2,0.0008009739896802344,3.7463,0.0,0.0,0.0031,3000,cat,cat,cat,IsExecutive,IsManager,PerfScore,True,False,446,99.98759776453811
chi2,0.04922041209115725,96.4813,0.0,0.0024,0.0031,3000,num,cat,cat,TenureYears,IsManager,is_minority_dept,True,False,447,99.98767953172214
chi2,0.0007551146356626419,19.8568,0.0,0.0007,0.0031,3000,cat,cat,cat,JobFamily,OrgLevel,is_minority_dept,True,False,448,99.98776129890616
chi2,0.05059926842051062,76.2,0.0,0.0024,0.0031,3000,num,cat,cat,TenureYears,IsManager,is_terminated,False,False,449,99.98784306609019
chi2,0.05059926842051062,76.2,0.0,0.0024,0.0031,3000,num,cat,cat,TenureVsAvg,IsManager,is_terminated,False,False,450,99.98792483327422
chi2,0.04922041209115725,96.4813,0.0,0.0024,0.0031,3000,num,cat,cat,TenureVsAvg,IsManager,is_minority_dept,True,False,451,99.98800660045826
chi2,0.1703701779485913,9.5974,0.0,0.0039,0.003,3000,cat,cat,cat,JobFamily,ExitQuarter,SeniorityLevel,False,False,452,99.9880857299912
chi2,0.002030886437849311,14.4157,0.0,0.0011,0.003,3000,cat,cat,cat,CareerStage,IsIC,is_terminated,True,False,453,99.98816485952413
chi2,0.001053073923770922,16.501,0.0,0.0,0.003,3000,cat,cat,cat,CareerStage,Region,SeniorityLevel,True,False,454,99.98824398905708
chi2,0.22812829161379422,11.2919,0.0,0.0045,0.0029,3000,cat,cat,cat,StartQuarter,DepartmentType,PerfScore,False,False,455,99.98832048093891
chi2,0.06828299675205057,22.8218,0.0,0.0025,0.0029,3000,cat,num,cat,CareerStage,StartYear,is_minority_dept,False,False,456,99.98839697282075
chi2,0.4059617595761431,1.9109,0.0,0.0074,0.0029,3000,cat,cat,cat,IsIC,StartQuarter,is_minority_dept,False,False,457,99.9884734647026
chi2,0.09363006663140924,15.7943,0.0,0.0028,0.0029,3000,cat,num,cat,SeniorityLevel,StartYear,is_minority_dept,False,False,458,99.98854995658442
chi2,0.003032539705866178,44.4896,0.0,0.0011,0.0029,3000,cat,cat,cat,CareerStage,JobFamily,PayZone_encoded,True,False,459,99.98862644846625
chi2,0.0012659225433479596,7.8212,0.0,0.0,0.0029,3000,cat,cat,cat,OrgLevel,DepartmentType,SeniorityLevel,True,False,460,99.98870294034809
chi2,0.01022952379192445,63.7415,0.0,0.0014,0.0029,3000,cat,cat,cat,OrgLevel,IntersectionalID,PayZone_encoded,True,False,461,99.98877943222992
chi2,0.3847927238595747,10.2642,0.0,0.0069,0.0029,3000,cat,cat,cat,DivisionGroup,StartQuarter,SeniorityLevel,False,False,462,99.98885592411176
chi2,0.0015416400786348742,30221.8434,0.0,0.0,0.0028,3000,num,cat,cat,TenureDays,IntersectionalID,is_minority_dept,True,False,463,99.98892977834251
chi2,0.6771094268334692,4.65,0.0,0.0167,0.0028,3000,cat,num,cat,SpanOfControl,ExitYear,is_terminated,False,False,464,99.98900363257326
chi2,0.0017758311158293195,50719.2643,0.0,0.0,0.0028,3000,num,cat,cat,TenureDays,IntersectionalID,is_terminated,True,False,465,99.989077486804
chi2,0.18640804249590823,26.3854,0.0,0.0039,0.0028,3000,cat,cat,cat,JobFamily,ExitQuarter,is_minority_dept,False,False,466,99.98915134103474
chi2,0.06862619454503453,5.1737,0.0,0.0024,0.0028,3000,cat,cat,cat,Generation,IsExecutive,is_terminated,False,False,467,99.98922519526549
chi2,0.0014235512605416188,7.2162,0.0,0.0,0.0028,3000,cat,cat,cat,Generation,GenderCode,PerfScore,True,False,468,99.98929904949624
chi2,0.6387705212040831,1.6207,0.0,0.0144,0.0028,3000,cat,cat,cat,IsExecutive,StartQuarter,is_minority_dept,False,False,469,99.98937290372697
chi2,0.002842489247802388,9.2815,0.0,0.0011,0.0028,3000,cat,cat,cat,CareerStage,IsIC,PayZone_encoded,True,False,470,99.98944675795772
chi2,0.0021551730007293136,193.8905,0.0,0.0,0.0027,3000,cat,cat,cat,IntersectionalID,ExitQuarter,is_terminated,True,False,471,99.98951797453736
chi2,0.002109725675644103,4712.0258,0.0,0.0,0.0027,3000,num,cat,cat,TenureDays,DepartmentType,is_terminated,True,False,472,99.989589191117
chi2,0.0018868474784827834,5673.1136,0.0,0.0,0.0027,3000,num,cat,cat,TenureDays,DepartmentType,is_minority_dept,True,False,473,99.98966040769666
chi2,0.00545421000291202,9.6031,0.0,0.0012,0.0026,3000,cat,cat,cat,SpanOfControl,DepartmentType,PayZone_encoded,True,False,474,99.9897289866252
chi2,0.02318445550277738,42.6075,0.0,0.0016,0.0026,3000,cat,num,cat,JobFamily,ExitYear,is_minority_dept,True,False,475,99.98979756555373
chi2,0.0023239759682496526,20.1594,0.0,0.0,0.0026,3000,cat,cat,cat,SeniorityLevel,Generation,is_terminated,True,False,476,99.98986614448226
chi2,0.4478645054534015,2.2149,0.0,0.0074,0.0026,3000,cat,cat,cat,IsIC,StartQuarter,PayZone_encoded,False,False,477,99.98993472341081
chi2,0.0027516106739896022,105.912,0.0,0.0,0.0026,3000,num,cat,cat,TenureYears,SpanOfControl,is_terminated,True,False,478,99.99000330233935
chi2,0.0025807633194901806,6.7377,0.0,0.0,0.0026,3000,cat,cat,cat,CareerStage,SeniorityLevel,PerfScore,True,False,479,99.99007188126788
chi2,0.0027516106739896022,105.912,0.0,0.0,0.0026,3000,num,cat,cat,TenureVsAvg,SpanOfControl,is_terminated,True,False,480,99.99014046019641
chi2,0.0029457154025457305,4.4204,0.0,0.0,0.0025,3000,cat,cat,cat,IsExecutive,IsManager,is_terminated,True,False,481,99.99020640147387
chi2,0.6731326255321738,0.3849,0.0,0.0144,0.0025,3000,cat,cat,cat,IsExecutive,StartQuarter,PerfScore,False,False,482,99.99027234275133
chi2,0.6737844188683788,0.8148,0.0,0.0144,0.0025,3000,cat,cat,cat,IsExecutive,StartQuarter,is_terminated,False,False,483,99.99033828402877
chi2,0.09089411761474726,4.5237,0.0,0.0024,0.0025,3000,cat,cat,cat,Generation,IsExecutive,PayZone_encoded,False,False,484,99.99040422530622
chi2,0.29262711929245533,12.7027,0.0,0.0045,0.0024,3000,cat,cat,cat,StartQuarter,DepartmentType,is_minority_dept,False,False,485,99.99046752893256
chi2,0.004261008036491836,4.3912,0.0,0.0,0.0024,3000,cat,cat,cat,IsExecutive,IsManager,is_minority_dept,True,False,486,99.9905308325589
chi2,0.33122759770824556,1.5323,0.0,0.0049,0.0024,3000,cat,cat,cat,IsManager,RaceDesc,SeniorityLevel,False,False,487,99.99059413618524
chi2,0.004406405215224733,8.4579,0.0,0.0,0.0024,3000,cat,cat,cat,DivisionGroup,IsIC,PerfScore,True,False,488,99.9906574398116
chi2,0.004057272038602339,11.6916,0.0,0.0,0.0024,3000,cat,num,cat,IsIC,StartYear,is_terminated,True,False,489,99.99072074343793
chi2,0.0044064052152247265,8.7581,0.0,0.0,0.0024,3000,cat,cat,cat,SeniorityLevel,DivisionGroup,PerfScore,True,False,490,99.99078404706427
chi2,0.029487908224856623,36.2886,0.0,0.0016,0.0024,3000,cat,num,cat,JobFamily,ExitYear,is_terminated,True,False,491,99.99084735069063
chi2,0.5984139753579278,2.1006,0.0,0.0102,0.0023,3000,cat,cat,cat,SpanOfControl,StartQuarter,SeniorityLevel,False,False,492,99.99090801666588
chi2,0.004630401170747907,4471.3863,0.0,0.0,0.0023,3000,num,cat,cat,TenureDays,DivisionGroup,is_minority_dept,True,False,493,99.99096868264112
chi2,0.10948505806505683,4.5978,0.0,0.0024,0.0023,3000,cat,cat,cat,Generation,IsExecutive,is_minority_dept,False,False,494,99.99102934861638
chi2,0.004945521648671144,4.072,0.0,0.0,0.0023,3000,cat,cat,cat,IsExecutive,GenderCode,PayZone_encoded,True,False,495,99.99109001459163
chi2,0.005423944591006322,1035.8602,0.0,0.0001,0.0023,3000,num,cat,cat,TenureDays,OrgLevel,is_terminated,True,False,496,99.99115068056689
chi2,0.006215340161031244,13.4279,0.0,0.0,0.0022,3000,cat,cat,cat,SeniorityLevel,ExitQuarter,is_terminated,True,False,497,99.99120870889104
chi2,0.005913668878968857,8.535,0.0,0.0,0.0022,3000,cat,cat,cat,OrgLevel,DepartmentType,PayZone_encoded,True,False,498,99.99126673721518
chi2,0.3249250695106674,12.9073,0.0,0.0045,0.0022,3000,cat,cat,cat,StartQuarter,DepartmentType,is_terminated,False,False,499,99.99132476553933
chi2,0.03257334518926653,37.7427,0.0,0.0014,0.0022,3000,cat,cat,cat,OrgLevel,IntersectionalID,PerfScore,True,False,500,99.9913827938635
chi2,0.008574259601150536,1810.2475,0.0,0.0,0.0021,3000,num,cat,cat,TenureDays,SpanOfControl,is_minority_dept,True,False,501,99.99143818453655
chi2,0.007827704562579035,12.6475,0.0,0.0,0.0021,3000,num,cat,cat,StartYear,GenderCode,is_terminated,True,False,502,99.99149357520962
chi2,0.3704879474256566,2.9844,0.0,0.0049,0.0021,3000,cat,cat,cat,IsManager,RaceDesc,PayZone_encoded,False,False,503,99.99154896588266
chi2,0.7963796261997189,5.9964,0.0,0.0213,0.0021,3000,cat,cat,cat,CareerStage,PerfScore,is_minority_dept,False,False,504,99.99160435655571
chi2,0.139345958065269,1.7338,0.0,0.0024,0.0021,3000,cat,cat,cat,Generation,IsExecutive,PerfScore,False,False,505,99.99165974722878
chi2,0.009621568862749369,20.6811,0.0,0.0,0.002,3000,cat,cat,cat,JobFamily,DivisionGroup,PerfScore,True,False,506,99.99171250025074
chi2,0.5126580243812877,9.8968,0.0,0.0069,0.002,3000,cat,cat,cat,DivisionGroup,StartQuarter,is_terminated,False,False,507,99.99176525327269
chi2,0.009081905703800118,7.4818,0.0,0.0,0.002,3000,cat,cat,cat,DivisionGroup,SpanOfControl,is_minority_dept,True,False,508,99.99181800629465
chi2,0.010260784711558734,2.9609,0.0,0.0006,0.002,3000,cat,cat,cat,IsExecutive,OrgLevel,PayZone_encoded,True,False,509,99.9918707593166
chi2,0.4388303395527135,11.0455,0.0,0.0055,0.002,3000,cat,cat,cat,Generation,PerfScore,PayZone_encoded,False,False,510,99.99192351233856
chi2,0.012484014626301705,5.382,0.0,0.0,0.0019,3000,cat,cat,cat,Generation,SpanOfControl,PerfScore,True,False,511,99.99197362770943
chi2,0.013314877027090638,12.3925,0.0,0.0,0.0019,3000,cat,num,cat,IsIC,StartYear,is_minority_dept,True,False,512,99.9920237430803
chi2,0.6291384500461674,0.8623,0.0,0.0092,0.0019,3000,cat,cat,cat,IsManager,ExitQuarter,SeniorityLevel,False,False,513,99.99207385845116
chi2,0.013765353868540178,4620.2494,0.0,0.0,0.0019,3000,num,cat,cat,TenureDays,Region,is_minority_dept,True,False,514,99.99212397382202
chi2,0.014038605606037338,7.7286,0.0,0.0,0.0019,3000,cat,cat,cat,DivisionGroup,IsIC,is_terminated,True,False,515,99.99217408919289
chi2,0.5330362458643607,14.5619,0.0,0.0068,0.0019,3000,cat,cat,cat,Region,ExitQuarter,is_minority_dept,False,False,516,99.99222420456375
chi2,0.3255883540378991,15.4153,0.0,0.0039,0.0019,3000,cat,cat,cat,JobFamily,ExitQuarter,PerfScore,False,False,517,99.99227431993461
chi2,0.01125369178123988,18.276,0.0,0.0,0.0019,3000,cat,cat,cat,CareerStage,SeniorityLevel,is_terminated,True,False,518,99.99232443530548
chi2,0.01729998282165882,25.9992,0.0,0.0,0.0018,3000,cat,cat,cat,CareerStage,ExitQuarter,is_minority_dept,True,False,519,99.99237191302524
chi2,0.6211380670252118,7.8207,0.0,0.0088,0.0018,3000,cat,cat,cat,PerfScore,RaceDesc,is_minority_dept,False,False,520,99.992419390745
chi2,0.2442063054628332,12.7619,0.0,0.003,0.0018,3000,cat,num,cat,Region,StartYear,is_terminated,False,False,521,99.99246686846476
chi2,0.13351967412749613,3.179,0.0,0.002,0.0018,3000,cat,cat,cat,CareerStage,OrgLevel,PerfScore,False,False,522,99.99251434618452
chi2,0.01535330041738263,4488.0069,0.0,0.0006,0.0018,3000,num,cat,cat,TenureDays,CareerStage,is_minority_dept,True,False,523,99.99256182390428
chi2,0.0832241380025675,2.7603,0.0,0.0017,0.0018,3000,cat,cat,cat,Region,OrgLevel,SeniorityLevel,False,False,524,99.99260930162404
chi2,0.39713357039739616,10.3319,0.0,0.0045,0.0018,3000,cat,cat,cat,Region,PerfScore,PayZone_encoded,False,False,525,99.9926567793438
chi2,0.7466494514886167,594.4614,0.0,0.0145,0.0018,3000,num,cat,cat,Age,SeniorityLevel,is_terminated,False,False,526,99.99270425706356
chi2,0.020351699874302527,6.5121,0.0,0.0,0.0017,3000,cat,cat,cat,Generation,GenderCode,is_minority_dept,True,False,527,99.99274909713223
chi2,0.2721002768384428,3.6907,0.0,0.003,0.0017,3000,cat,cat,cat,SpanOfControl,ExitQuarter,PerfScore,False,False,528,99.99279393720089
chi2,0.02066595396466087,3.7856,0.0,0.0,0.0017,3000,cat,cat,cat,OrgLevel,StartQuarter,PerfScore,True,False,529,99.99283877726954
chi2,0.02169518560095727,6.872,0.0,0.0,0.0017,3000,cat,cat,cat,PerfScore,GenderCode,PayZone_encoded,True,False,530,99.99288361733821
chi2,0.021033600248951023,12.0735,0.0,0.0,0.0017,3000,cat,cat,cat,CareerStage,SeniorityLevel,PayZone_encoded,True,False,531,99.99292845740686
chi2,0.02059809047588828,1161.3069,0.0,0.0,0.0017,3000,num,cat,cat,TenureDays,IsExecutive,is_minority_dept,True,False,532,99.99297329747552
chi2,0.020034900980614993,2309.4776,0.0,0.0,0.0017,3000,num,cat,cat,TenureDays,SeniorityLevel,is_minority_dept,True,False,533,99.99301813754417
chi2,0.017939064911983365,27.8842,0.0,0.0,0.0017,3000,cat,cat,cat,CareerStage,Region,PayZone_encoded,True,False,534,99.99306297761284
chi2,0.5617739181106916,8.8101,0.0,0.0069,0.0017,3000,cat,cat,cat,DivisionGroup,StartQuarter,is_minority_dept,False,False,535,99.99310781768149
chi2,0.020390081979535395,4.5823,0.0,0.0,0.0017,3000,cat,cat,cat,StartQuarter,GenderCode,SeniorityLevel,True,False,536,99.99315265775014
chi2,0.02581099699162949,6817.8832,0.0,0.0,0.0016,3000,num,cat,cat,TenureDays,JobFamily,is_minority_dept,True,False,537,99.9931948601677
chi2,0.02450306050406456,16.9094,0.0,0.0,0.0016,3000,cat,cat,cat,ExitQuarter,RaceDesc,SeniorityLevel,True,False,538,99.99323706258528
chi2,0.025031866808176453,15.8175,0.0,0.0,0.0016,3000,cat,cat,cat,DivisionGroup,Generation,PerfScore,True,False,539,99.99327926500284
chi2,0.02447450800294956,13.349,0.0,0.0,0.0016,3000,cat,cat,cat,SeniorityLevel,Generation,PayZone_encoded,True,False,540,99.99332146742042
chi2,0.0320283207764787,3.244,0.0,0.0,0.0015,3000,cat,cat,cat,PerfScore,GenderCode,SeniorityLevel,True,False,541,99.99336103218688
chi2,0.031804616891853876,16.8952,0.0,0.0,0.0015,3000,cat,cat,cat,CareerStage,StartQuarter,is_minority_dept,True,False,542,99.99340059695334
chi2,0.03348911278003511,4.0037,0.0,0.0006,0.0015,3000,cat,cat,cat,IsExecutive,OrgLevel,is_minority_dept,True,False,543,99.9934401617198
chi2,0.029229540221866912,15.1077,0.0,0.0,0.0015,3000,cat,cat,cat,DivisionGroup,ExitQuarter,PerfScore,True,False,544,99.99347972648627
chi2,0.032097115542289265,4.6021,0.0,0.0,0.0015,3000,cat,cat,cat,DivisionGroup,SpanOfControl,PerfScore,True,False,545,99.99351929125272
chi2,0.031155606457667212,13.4182,0.0,0.0,0.0015,3000,cat,cat,cat,CareerStage,StartQuarter,PerfScore,True,False,546,99.99355885601919
